,id,carat,depth,table,price,cut_num,color_num,clarity_num
27784,27784,0.35,61.7,55.0,984,4,6,5
27785,27785,0.41,61.6,59.0,1107,5,5,5
27786,27786,1.21,62.3,59.0,4686,5,2,7
27787,27787,2.03,59.9,58.0,15095,5,2,6
27788,27788,0.5,61.2,60.0,1845,5,7,5
27789,27789,0.42,60.5,59.0,921,5,4,4
27790,27790,0.9,62.5,60.0,3950,3,5,6
27791,27791,0.31,61.1,56.0,975,4,5,2
27792,27792,0.32,58.8,62.0,602,3,5,5
27793,27793,1.0,63.5,59.0,4295,3,7,7
27794,27794,1.01,62.7,60.0,6128,3,6,5
27795,27795,0.65,61.9,54.0,1214,4,1,6
27796,27796,0.51,62.8,55.0,1443,4,4,5
27797,27797,0.52,62.1,57.0,1911,4,4,3
27798,27798,0.32,63.1,57.0,561,2,3,4
27799,27799,1.23,61.4,56.0,8920,4,3,2
27800,27800,0.36,62.9,56.0,810,4,6,6
27801,27801,0.5,61.5,54.0,1008,4,2,6
27802,27802,1.6,61.7,56.0,10662,4,5,7
27803,27803,1.2,62.4,58.0,8829,3,5,5
27804,27804,1.1,61.7,56.0,11233,5,7,3
27805,27805,1.01,62.9,54.0,4588,3,4,6
27806,27806,1.06,61.7,56.0,5188,4,3,6
27807,27807,0.5,62.1,58.0,2068,3,7,4
27808,27808,0.33,61.4,56.0,554,4,3,7
27809,27809,0.46,63.4,59.0,1030,3,7,5
27810,27810,0.62,61.9,55.0,2344,4,5,4
27811,27811,0.72,64.0,61.0,2563,2,5,6
27812,27812,0.33,62.5,55.0,579,4,6,6
27813,27813,0.3,63.0,53.0,895,3,4,1
27814,27814,0.37,61.5,59.0,791,5,5,6
27815,27815,0.7,63.1,57.0,2150,1,4,6
27816,27816,0.6,61.1,58.0,2560,5,5,3
27817,27817,0.32,62.5,54.0,589,4,7,6
27818,27818,0.33,62.2,59.0,579,5,6,6
27819,27819,0.91,60.8,59.0,3845,5,5,7
27820,27820,1.02,61.6,56.0,4968,4,5,7
27821,27821,0.72,59.3,60.0,2030,5,5,6
27822,27822,0.39,65.6,60.0,601,1,6,6
27823,27823,0.55,61.3,57.0,1792,4,4,4
27824,27824,0.3,62.1,58.0,670,4,6,4
27825,27825,0.58,59.5,62.0,1147,3,1,5
27826,27826,1.18,62.5,58.0,3965,5,6,8
27827,27827,1.5,58.4,61.0,8820,5,2,5
27828,27828,0.33,59.1,60.0,772,3,5,4
27829,27829,0.58,63.5,60.0,1265,3,6,7
27830,27830,0.44,62.2,62.0,1059,2,6,5
27831,27831,0.67,59.2,61.0,1910,5,6,6
27832,27832,1.23,62.7,58.0,5510,5,1,4
27833,27833,0.71,60.3,59.0,2487,4,3,4
27834,27834,0.73,62.5,58.0,1298,3,4,8
27835,27835,2.37,61.6,56.0,14837,5,2,5
27836,27836,1.3,61.5,58.0,5176,5,1,6
27837,27837,0.9,63.8,56.0,3303,2,4,7
27838,27838,0.31,58.3,61.0,583,3,5,5
27839,27839,1.51,63.7,58.0,9116,2,2,5
27840,27840,0.56,63.2,57.0,1286,3,3,6
27841,27841,1.51,63.3,61.0,13757,3,6,5
27842,27842,0.42,60.5,58.0,1326,5,5,2
27843,27843,0.9,63.0,59.0,2717,5,1,7
27844,27844,1.01,59.5,59.0,4588,3,1,4
27845,27845,0.41,62.7,56.0,1349,3,7,2
27846,27846,0.34,59.7,59.0,626,5,7,6
27847,27847,0.5,61.8,57.0,1547,3,6,5
27848,27848,0.7,61.5,55.0,2815,4,3,6
27849,27849,1.2,62.0,55.0,9625,4,4,4
27850,27850,0.34,62.4,56.0,589,4,2,6
27851,27851,1.09,60.7,57.0,9346,4,6,5
27852,27852,0.9,62.8,57.0,4770,2,5,4
27853,27853,0.83,62.1,55.0,3198,4,5,6
27854,27854,0.44,61.9,54.0,915,4,4,4
27855,27855,0.71,62.1,58.0,2096,5,3,6
27856,27856,0.57,61.1,60.0,1257,5,5,6
27857,27857,0.57,61.0,60.0,1320,5,6,7
27858,27858,0.31,58.1,62.0,353,3,1,6
27859,27859,0.7,63.5,61.0,2577,2,4,4
27860,27860,1.14,59.2,63.0,5033,3,5,7
27861,27861,0.74,61.1,58.0,3401,5,6,4
27862,27862,0.3,63.1,58.0,630,3,4,5
27863,27863,0.9,61.0,63.0,4304,3,7,6
27864,27864,0.8,63.8,59.0,2890,2,5,6
27865,27865,0.32,62.7,60.0,926,3,5,2
27866,27866,0.36,60.1,57.0,663,3,7,6
27867,27867,0.71,58.5,58.0,2215,5,4,6
27868,27868,0.71,60.4,57.0,3135,4,7,5
27869,27869,0.77,62.3,58.0,1792,5,1,5
27870,27870,0.33,62.1,56.0,1389,4,5,1
27871,27871,0.53,61.2,55.0,1229,4,6,7
27872,27872,0.27,62.3,53.0,527,4,4,4
27873,27873,1.0,60.9,57.0,3811,4,2,7
27874,27874,0.73,62.4,55.0,2346,5,5,6
27875,27875,0.7,61.9,56.0,2367,5,3,4
27876,27876,0.8,61.4,58.0,2447,5,5,7
27877,27877,0.38,61.6,59.0,998,5,7,5
27878,27878,0.7,61.8,55.0,2767,3,7,5
27879,27879,1.12,59.6,58.0,5036,3,2,4
27880,27880,0.73,61.9,56.0,2426,4,2,5
27881,27881,0.31,61.6,57.0,734,4,7,5
27882,27882,0.57,61.5,55.0,1151,4,3,7
27883,27883,1.26,59.6,57.0,4704,4,2,7
27884,27884,0.3,60.5,57.0,1208,1,7,1
27885,27885,0.31,61.3,55.0,558,4,6,7
27886,27886,1.7,61.7,57.0,13247,4,2,3
27887,27887,1.0,61.7,57.0,9492,3,5,2
27888,27888,0.72,61.2,57.0,2650,4,2,5
27889,27889,0.95,62.8,59.0,4711,3,6,6
27890,27890,0.81,61.4,55.0,3355,4,2,5
27891,27891,0.79,62.3,54.0,2862,5,5,6
27892,27892,0.47,60.2,64.0,987,2,6,6
27893,27893,1.04,62.9,55.0,10019,4,6,3
27894,27894,0.71,63.0,58.0,2549,3,2,2
27895,27895,0.36,59.3,59.0,789,5,6,5
27896,27896,0.27,61.0,56.0,672,4,4,1
27897,27897,0.9,63.0,58.0,3736,2,6,7
27898,27898,0.5,58.8,60.0,1436,3,7,6
27899,27899,0.42,63.2,57.0,653,2,7,7
27900,27900,0.7,61.5,57.0,4323,4,7,4
27901,27901,0.3,62.4,56.0,710,3,7,5
27902,27902,0.74,63.2,56.0,3328,3,4,2
27903,27903,0.32,62.5,59.0,505,5,3,5
27904,27904,0.72,60.1,57.0,2594,3,3,4
27905,27905,0.7,61.8,59.0,2355,5,7,6
27906,27906,1.22,61.7,56.0,10538,4,7,5
27907,27907,1.07,59.7,61.0,8015,5,6,4
27908,27908,0.5,63.1,56.0,1015,3,7,7
27909,27909,0.59,62.5,55.0,1646,4,7,6
27910,27910,0.7,63.9,60.0,1040,2,5,8
27911,27911,2.01,59.9,62.0,17014,5,4,7
27912,27912,0.79,61.4,59.0,3112,5,7,6
27913,27913,1.01,60.2,59.0,6618,5,4,4
27914,27914,0.4,62.8,57.0,1050,4,7,5
27915,27915,0.36,62.2,53.0,626,4,7,6
27916,27916,0.84,61.8,56.0,4325,4,4,4
27917,27917,2.55,61.8,62.0,18766,5,2,4
27918,27918,0.57,60.9,56.0,2612,4,4,2
27919,27919,0.7,62.1,55.0,2952,4,6,5
27920,27920,0.71,62.8,57.0,2368,5,7,7
27921,27921,0.31,61.6,57.0,680,4,6,5
27922,27922,0.32,59.4,59.0,886,3,5,2
27923,27923,0.71,60.0,57.0,2633,4,7,7
27924,27924,0.81,61.9,59.0,3043,5,5,6
27925,27925,0.3,61.6,58.0,709,5,7,6
27926,27926,0.81,59.1,57.0,2562,3,3,6
27927,27927,1.7,63.1,57.0,14275,3,3,3
27928,27928,0.31,61.2,57.0,914,4,5,1
27929,27929,0.33,61.9,55.0,868,4,3,1
27930,27930,0.9,60.3,61.0,4432,3,3,3
27931,27931,0.72,63.0,57.0,2923,3,6,5
27932,27932,2.01,59.5,60.0,13003,5,2,5
27933,27933,0.85,58.5,60.0,3398,5,7,7
27934,27934,0.32,62.0,54.0,708,4,3,2
27935,27935,0.33,62.7,55.0,965,4,4,3
27936,27936,1.2,62.6,56.0,7080,3,2,2
27937,27937,0.38,59.5,58.0,721,4,4,5
27938,27938,0.31,59.5,60.0,749,4,6,2
27939,27939,1.78,60.2,59.0,15601,5,3,4
27940,27940,0.7,61.2,54.0,2940,4,5,4
27941,27941,0.71,60.5,58.0,2162,4,1,3
27942,27942,0.74,62.0,53.0,1962,1,3,7
27943,27943,1.15,60.8,58.0,8863,5,4,2
27944,27944,0.71,62.5,56.0,3304,4,6,5
27945,27945,0.24,61.8,59.0,552,3,5,2
27946,27946,1.58,59.6,59.0,10934,5,7,7
27947,27947,0.31,61.5,55.2,513,4,3,5
27948,27948,0.72,63.3,58.0,2246,3,4,7
27949,27949,0.41,63.3,55.0,947,3,7,6
27950,27950,1.25,64.4,58.0,3990,1,3,7
27951,27951,0.5,63.9,56.0,1257,2,7,6
27952,27952,0.97,62.6,58.0,4400,5,4,6
27953,27953,1.03,65.0,57.0,3892,2,3,7
27954,27954,0.57,60.4,57.0,1728,4,6,5
27955,27955,0.32,61.5,60.0,720,5,4,5
27956,27956,0.72,61.8,55.0,3417,4,3,3
27957,27957,0.54,60.5,55.0,2356,4,5,2
27958,27958,0.3,61.1,56.0,673,4,4,4
27959,27959,0.31,63.2,56.0,628,3,2,4
27960,27960,2.13,61.5,57.0,15454,3,4,7
27961,27961,1.02,62.5,58.0,6416,5,4,5
27962,27962,0.3,62.2,57.0,411,4,1,4
27963,27963,0.31,62.2,55.0,942,4,7,5
27964,27964,0.31,60.8,59.0,628,5,2,4
27965,27965,0.7,60.6,56.6,2575,4,7,7
27966,27966,1.58,59.6,58.0,13037,3,4,5
27967,27967,1.33,61.9,58.0,7171,5,3,6
27968,27968,0.7,61.6,58.0,2633,5,4,5
27969,27969,0.42,60.6,61.0,722,3,5,6
27970,27970,0.3,62.5,56.0,615,4,2,1
27971,27971,0.23,60.5,61.0,357,3,7,5
27972,27972,1.51,58.0,67.0,11263,1,3,4
27973,27973,0.32,62.0,58.0,461,5,3,6
27974,27974,0.7,62.0,60.0,2087,5,4,7
27975,27975,1.54,59.4,61.0,7589,3,2,7
27976,27976,1.0,59.0,62.0,3998,5,4,7
27977,27977,0.33,61.8,57.0,614,3,3,3
27978,27978,0.34,60.4,58.0,956,5,5,4
27979,27979,1.56,64.8,59.0,7950,1,4,7
27980,27980,0.31,63.4,55.0,651,3,6,6
27981,27981,1.75,61.8,56.0,13393,4,2,6
27982,27982,0.71,58.8,58.0,3952,5,7,2
27983,27983,0.41,60.5,57.0,899,3,4,4
27984,27984,0.58,60.8,57.0,2359,4,6,4
27985,27985,1.01,57.1,63.0,3717,2,2,5
27986,27986,0.37,62.4,56.0,857,4,7,3
27987,27987,1.13,60.1,56.0,8157,4,5,5
27988,27988,0.57,60.8,59.0,2019,5,7,5
27989,27989,1.0,61.2,60.0,4704,5,6,7
27990,27990,2.42,58.5,59.0,16198,5,1,7
27991,27991,0.31,63.9,56.0,802,2,5,5
27992,27992,0.54,61.8,58.0,1350,4,4,6
27993,27993,1.03,58.6,61.0,4406,5,3,6
27994,27994,0.38,62.3,54.0,983,4,7,4
27995,27995,0.93,59.1,64.0,3500,2,3,4
27996,27996,1.01,63.5,56.0,3897,3,5,7
27997,27997,0.39,62.0,54.0,988,4,5,3
27998,27998,1.2,62.6,56.0,6586,4,3,5
27999,27999,0.43,61.3,55.0,1683,4,4,1
28000,28000,0.3,63.8,55.0,554,2,3,6
28001,28001,0.31,62.4,54.0,687,4,4,3
28002,28002,1.61,62.1,57.0,15819,4,5,5
28003,28003,0.31,60.7,56.0,878,4,5,2
28004,28004,0.3,62.0,59.0,581,3,3,3
28005,28005,0.41,60.0,59.0,1151,3,4,2
28006,28006,2.01,61.3,60.0,13940,3,4,7
28007,28007,1.51,60.6,55.0,7848,2,1,4
28008,28008,1.5,60.8,61.0,13720,5,4,4
28009,28009,1.01,60.7,61.0,5759,3,4,5
28010,28010,0.32,61.6,57.0,828,4,5,5
28011,28011,1.02,62.0,57.0,8637,4,5,4
28012,28012,0.33,61.7,56.0,965,4,3,2
28013,28013,0.9,60.4,59.0,4925,3,6,5
28014,28014,0.96,68.8,56.0,3658,1,3,5
28015,28015,1.0,63.8,58.0,4586,2,5,6
28016,28016,0.73,60.5,59.0,2255,4,5,7
28017,28017,0.38,62.1,57.0,800,4,5,5
28018,28018,0.61,62.3,59.0,2351,3,4,3
28019,28019,0.5,60.2,63.0,1374,4,5,6
28020,28020,0.76,59.3,63.0,2036,3,1,4
28021,28021,1.0,59.2,60.0,7056,5,5,4
28022,28022,0.41,61.1,55.0,1007,4,4,3
28023,28023,1.01,62.5,57.0,6019,4,4,5
28024,28024,0.39,60.9,55.0,1089,4,5,2
28025,28025,2.03,60.0,57.0,13182,4,2,7
28026,28026,0.51,61.4,56.0,1687,4,5,5
28027,28027,1.5,60.8,58.0,11795,5,6,6
28028,28028,1.11,61.9,58.0,3655,5,7,8
28029,28029,0.8,60.8,59.0,2292,5,1,4
28030,28030,0.7,63.6,58.0,2964,2,6,4
28031,28031,1.34,62.2,57.0,8930,4,7,6
28032,28032,0.41,61.4,56.0,1187,4,6,3
28033,28033,0.83,61.6,56.0,3775,4,6,6
28034,28034,0.34,61.4,55.0,413,4,7,8
28035,28035,1.01,61.9,58.0,4676,5,5,7
28036,28036,2.01,60.8,57.0,17244,3,5,7
28037,28037,0.32,62.9,57.0,661,3,6,4
28038,28038,1.01,61.9,58.0,4412,5,5,6
28039,28039,0.43,62.3,56.0,1008,4,4,4
28040,28040,0.26,59.2,58.0,453,3,6,5
28041,28041,2.0,59.7,57.0,11988,4,3,7
28042,28042,2.01,66.1,53.0,15888,1,3,5
28043,28043,1.01,63.1,60.0,5543,3,7,6
28044,28044,1.11,62.1,58.0,5102,5,3,6
28045,28045,0.33,60.2,58.0,579,3,6,6
28046,28046,0.29,62.1,57.0,496,3,6,4
28047,28047,0.32,62.2,55.0,936,4,4,3
28048,28048,1.5,58.8,59.0,9697,5,3,6
28049,28049,0.75,62.4,56.0,2083,3,1,6
28050,28050,0.33,60.9,56.0,736,4,7,6
28051,28051,1.01,61.5,55.0,4504,4,6,7
28052,28052,1.14,63.4,58.0,7042,2,4,4
28053,28053,0.73,53.4,65.0,2164,1,5,7
28054,28054,0.3,63.5,57.0,641,3,5,6
28055,28055,0.71,62.6,58.0,2423,3,3,4
28056,28056,0.55,59.5,61.0,1410,3,5,6
28057,28057,0.31,61.5,54.0,707,4,3,2
28058,28058,0.3,63.0,53.0,608,5,2,4
28059,28059,0.71,62.2,55.0,2866,4,6,4
28060,28060,0.3,60.7,58.0,776,5,5,5
28061,28061,0.71,59.9,57.0,3540,4,7,5
28062,28062,1.02,59.2,56.0,5553,3,6,6
28063,28063,1.07,61.7,58.0,4446,5,5,7
28064,28064,1.02,60.5,63.0,4901,3,6,6
28065,28065,1.01,63.2,54.0,10498,3,6,2
28066,28066,0.54,60.7,56.0,1760,5,6,5
28067,28067,0.33,62.7,56.0,572,4,2,6
28068,28068,1.74,62.1,59.0,7932,5,3,6
28069,28069,1.75,62.1,57.0,9663,4,1,5
28070,28070,1.68,62.7,55.0,11147,4,7,7
28071,28071,0.72,60.2,56.0,2492,5,7,7
28072,28072,1.03,62.6,57.0,8645,4,7,4
28073,28073,0.9,62.1,59.0,4252,5,4,5
28074,28074,1.21,62.2,59.0,5136,3,1,5
28075,28075,0.5,63.9,55.0,1604,3,6,4
28076,28076,0.44,61.3,56.0,1294,4,7,4
28077,28077,0.41,62.8,57.0,969,4,5,6
28078,28078,0.75,62.0,56.0,3120,4,6,5
28079,28079,1.5,57.5,63.0,6006,2,4,7
28080,28080,1.29,61.0,57.0,5418,5,3,7
28081,28081,2.32,62.6,57.0,18080,4,3,6
28082,28082,1.2,62.5,55.0,4536,4,1,6
28083,28083,0.32,61.0,56.0,427,4,6,7
28084,28084,0.9,62.5,55.0,4260,4,4,6
28085,28085,1.26,62.5,58.0,5107,5,1,5
28086,28086,1.09,62.3,54.0,4786,5,2,4
28087,28087,0.36,61.8,55.0,835,4,6,4
28088,28088,0.77,61.9,54.0,2292,4,1,5
28089,28089,0.3,63.3,56.0,725,3,4,4
28090,28090,0.41,61.8,58.0,1295,5,7,3
28091,28091,2.07,63.3,56.0,15992,3,3,7
28092,28092,0.36,61.5,56.0,851,4,7,6
28093,28093,0.4,62.1,60.0,644,3,6,7
28094,28094,0.29,61.1,58.0,715,4,5,3
28095,28095,1.01,60.5,61.0,3761,5,2,7
28096,28096,0.63,59.6,59.0,4800,3,7,1
28097,28097,0.42,62.0,58.0,1142,5,3,2
28098,28098,0.9,62.0,53.0,4157,4,2,5
28099,28099,0.29,62.4,56.0,673,4,4,2
28100,28100,0.3,61.3,57.0,1069,4,7,2
28101,28101,0.3,62.4,57.0,565,4,5,5
28102,28102,2.3,62.6,54.0,18108,4,3,7
28103,28103,0.7,62.7,58.0,2777,3,7,4
28104,28104,1.0,61.7,57.0,5489,4,7,6
28105,28105,0.23,60.3,57.0,530,4,5,3
28106,28106,0.41,62.4,56.0,863,3,5,5
28107,28107,0.96,60.7,55.0,2801,4,5,8
28108,28108,0.41,61.5,55.0,1243,4,6,3
28109,28109,0.32,62.6,55.0,1170,4,6,1
28110,28110,0.53,60.2,57.0,1956,4,7,5
28111,28111,2.15,61.7,55.0,14519,4,2,7
28112,28112,1.09,60.0,56.0,5677,5,3,5
28113,28113,0.38,61.9,57.0,963,4,6,5
28114,28114,1.07,66.8,57.0,3545,1,4,7
28115,28115,0.56,57.0,67.0,1814,1,5,5
28116,28116,0.38,62.2,54.3,929,4,4,3
28117,28117,0.41,62.3,54.0,613,4,1,5
28118,28118,1.13,62.7,55.0,4746,5,3,7
28119,28119,1.01,61.8,58.0,5812,3,7,6
28120,28120,1.07,61.7,57.0,4421,4,4,7
28121,28121,0.31,61.5,58.0,988,5,6,2
28122,28122,2.05,62.4,58.0,14224,5,1,4
28123,28123,0.58,63.0,57.0,1758,4,2,2
28124,28124,0.5,62.9,58.0,1569,3,4,4
28125,28125,0.73,62.0,56.0,2234,4,2,6
28126,28126,1.04,61.7,57.0,4461,4,3,7
28127,28127,1.0,62.7,53.0,7114,4,4,4
28128,28128,0.32,62.1,55.0,936,4,4,3
28129,28129,1.0,61.3,56.0,4452,4,5,7
28130,28130,1.2,61.1,59.0,8436,3,5,5
28131,28131,0.9,63.1,59.0,3024,3,1,5
28132,28132,0.33,61.2,58.1,544,3,5,6
28133,28133,0.34,61.6,59.0,596,5,3,4
28134,28134,0.52,60.8,55.0,1737,4,6,6
28135,28135,0.33,62.3,56.0,854,4,5,5
28136,28136,1.64,59.5,58.0,14107,5,6,6
28137,28137,0.47,60.5,57.0,2086,4,7,4
28138,28138,1.16,61.5,54.0,5206,4,4,7
28139,28139,0.42,61.4,56.0,921,4,4,4
28140,28140,1.21,61.3,56.0,9779,5,4,3
28141,28141,0.8,62.7,61.0,2045,5,1,5
28142,28142,2.24,61.4,57.0,16656,5,3,7
28143,28143,0.9,62.3,59.0,4588,3,3,5
28144,28144,0.41,61.1,56.0,1608,4,6,2
28145,28145,1.05,59.5,58.0,4608,3,3,6
28146,28146,0.84,61.5,54.0,3265,4,7,6
28147,28147,0.33,61.8,55.0,928,4,6,5
28148,28148,0.36,62.4,58.0,471,3,6,7
28149,28149,0.7,61.3,57.0,2196,4,5,6
28150,28150,0.31,62.2,54.0,609,4,3,3
28151,28151,0.7,62.1,55.0,2553,4,7,7
28152,28152,1.54,61.0,59.0,12044,5,4,6
28153,28153,2.08,61.7,58.0,17469,4,3,6
28154,28154,0.5,59.3,62.0,1684,5,6,5
28155,28155,0.51,61.9,53.0,1919,4,4,2
28156,28156,0.54,63.7,57.0,1263,2,7,6
28157,28157,0.51,62.6,56.0,2102,3,4,1
28158,28158,0.33,61.2,56.0,702,4,6,6
28159,28159,0.42,61.4,55.0,1197,3,7,2
28160,28160,0.57,61.3,55.1,1720,4,3,4
28161,28161,1.01,63.6,54.0,7466,2,6,4
28162,28162,2.14,62.1,58.0,12970,5,2,7
28163,28163,0.3,63.1,59.0,605,2,4,4
28164,28164,1.02,62.4,56.0,9645,4,5,2
28165,28165,1.07,61.3,59.0,7751,5,7,5
28166,28166,0.32,62.0,55.0,900,4,6,5
28167,28167,1.25,61.8,55.0,5607,5,1,6
28168,28168,0.53,60.9,56.0,1351,4,2,3
28169,28169,0.57,61.3,57.0,2319,4,6,5
28170,28170,0.53,59.4,60.0,1132,5,3,6
28171,28171,0.23,59.5,58.0,402,3,6,4
28172,28172,0.43,61.6,59.0,1016,5,5,6
28173,28173,0.73,60.2,60.0,3565,3,6,3
28174,28174,0.31,62.4,54.0,840,4,5,2
28175,28175,0.31,63.2,55.0,558,3,2,5
28176,28176,1.26,61.9,57.0,8110,4,3,6
28177,28177,0.32,62.6,57.0,730,4,4,3
28178,28178,1.16,62.3,59.0,8361,3,4,3
28179,28179,0.52,56.3,59.0,975,1,5,7
28180,28180,0.53,62.1,53.2,2273,4,5,2
28181,28181,0.32,62.3,54.0,494,4,1,2
28182,28182,0.54,61.4,56.0,1192,4,4,7
28183,28183,0.72,60.6,56.0,2970,3,4,4
28184,28184,1.02,66.8,55.0,3027,1,1,6
28185,28185,0.33,62.0,56.0,567,4,7,6
28186,28186,0.46,60.5,58.0,1432,5,5,4
28187,28187,0.52,61.0,58.0,1707,5,4,3
28188,28188,0.3,62.5,57.0,776,4,4,4
28189,28189,1.16,62.2,56.0,9419,4,4,3
28190,28190,0.7,59.1,60.0,2513,5,2,2
28191,28191,1.6,60.6,58.0,10646,3,7,7
28192,28192,1.12,58.8,61.0,5547,5,6,6
28193,28193,1.22,62.3,56.0,10038,4,4,3
28194,28194,1.02,64.8,59.0,5255,1,5,6
28195,28195,0.3,63.2,57.0,568,2,6,4
28196,28196,0.27,61.8,59.0,752,5,6,3
28197,28197,1.11,62.8,56.0,7310,5,5,4
28198,28198,1.24,62.1,56.0,5797,4,2,6
28199,28199,0.9,62.7,59.0,3205,5,7,7
28200,28200,1.04,62.2,58.0,6122,5,4,5
28201,28201,0.71,63.3,58.0,3104,3,5,2
28202,28202,0.23,62.9,55.0,431,3,4,3
28203,28203,1.51,60.4,58.0,11480,5,4,5
28204,28204,0.71,61.7,59.0,2768,5,7,7
28205,28205,0.36,60.4,58.0,852,5,6,4
28206,28206,0.32,61.5,57.0,1140,4,7,2
28207,28207,0.33,62.5,56.0,702,4,3,2
28208,28208,2.01,61.0,60.0,12617,5,2,6
28209,28209,1.5,62.8,57.0,9533,4,2,4
28210,28210,0.3,62.0,55.0,789,4,4,2
28211,28211,0.35,61.5,57.0,868,4,3,1
28212,28212,0.48,64.4,58.0,991,2,1,6
28213,28213,1.51,63.3,53.0,13811,3,4,4
28214,28214,0.73,61.3,57.0,2869,4,4,3
28215,28215,1.02,62.8,58.0,4932,3,3,6
28216,28216,1.19,62.0,54.0,7633,4,3,5
28217,28217,2.07,62.5,55.0,18804,4,4,7
28218,28218,0.5,62.5,57.0,1082,4,1,4
28219,28219,1.01,62.6,57.0,5599,4,6,6
28220,28220,0.72,61.7,56.0,3012,4,4,5
28221,28221,1.2,65.1,55.0,2376,1,2,8
28222,28222,0.9,58.5,60.0,2681,5,5,7
28223,28223,0.31,63.7,59.0,749,2,5,5
28224,28224,1.01,62.7,58.0,6618,5,4,4
28225,28225,1.5,61.8,58.0,8580,5,2,6
28226,28226,1.0,61.8,61.0,5169,5,3,4
28227,28227,1.04,63.2,57.0,7534,3,5,4
28228,28228,1.34,61.8,58.0,17663,5,6,1
28229,28229,1.08,61.8,57.0,3537,4,1,7
28230,28230,0.92,62.4,56.0,3332,4,1,4
28231,28231,1.1,60.7,58.0,4829,5,6,7
28232,28232,0.77,61.1,56.0,3208,3,3,3
28233,28233,0.72,62.4,57.0,2939,4,6,7
28234,28234,1.28,62.4,58.0,7415,4,4,6
28235,28235,0.36,63.2,56.0,794,3,7,6
28236,28236,0.27,62.9,56.0,470,3,6,4
28237,28237,0.9,62.5,55.0,4946,3,7,7
28238,28238,0.41,60.1,58.0,1079,5,6,4
28239,28239,0.9,63.1,57.0,4370,2,5,5
28240,28240,0.53,60.2,57.0,1857,4,7,5
28241,28241,0.59,62.1,55.0,1875,4,6,5
28242,28242,1.6,61.9,58.0,10064,5,7,7
28243,28243,0.7,63.9,62.0,1111,2,2,8
28244,28244,0.7,66.5,57.0,1058,1,3,8
28245,28245,0.39,62.1,54.3,853,4,3,3
28246,28246,1.02,61.4,56.5,6204,3,3,4
28247,28247,1.05,62.5,58.0,4199,3,1,6
28248,28248,1.08,62.4,55.0,7925,4,4,4
28249,28249,2.16,62.4,59.0,18678,3,5,7
28250,28250,0.32,62.4,58.0,561,5,3,4
28251,28251,0.36,62.4,58.0,605,5,6,7
28252,28252,1.09,63.6,56.0,5010,2,3,6
28253,28253,0.35,62.3,55.0,1116,4,4,1
28254,28254,0.7,61.6,58.0,2441,5,5,6
28255,28255,0.33,61.2,56.0,946,4,4,1
28256,28256,0.42,62.0,57.0,1087,4,3,4
28257,28257,0.9,62.7,54.0,4229,5,5,5
28258,28258,0.27,66.4,58.0,371,1,6,4
28259,28259,0.38,61.3,54.0,705,3,3,4
28260,28260,0.38,63.2,57.0,693,2,6,5
28261,28261,0.3,63.5,57.0,789,2,4,2
28262,28262,0.5,62.6,56.0,1654,5,7,6
28263,28263,1.2,64.3,56.0,4637,2,1,5
28264,28264,0.46,61.2,56.0,1039,4,3,6
28265,28265,0.33,62.7,55.0,780,4,7,6
28266,28266,0.45,61.2,56.0,1135,4,4,3
28267,28267,0.4,61.1,61.0,900,5,4,6
28268,28268,0.28,61.4,55.0,522,3,4,3
28269,28269,0.62,58.8,67.0,2344,1,6,4
28270,28270,0.59,62.5,56.0,2578,5,6,5
28271,28271,0.31,61.6,55.0,924,3,4,1
28272,28272,0.74,61.7,56.0,3170,4,5,4
28273,28273,0.61,61.4,56.0,1659,4,4,6
28274,28274,0.9,60.5,57.0,3704,5,5,7
28275,28275,1.05,61.7,57.0,5833,4,3,5
28276,28276,0.91,61.9,55.0,5458,4,6,6
28277,28277,0.54,62.6,55.0,1732,4,6,4
28278,28278,0.32,61.3,56.0,477,4,4,6
28279,28279,0.73,62.3,55.0,3785,4,3,1
28280,28280,1.21,61.5,58.0,7792,5,4,5
28281,28281,1.26,59.5,57.0,9802,3,6,5
28282,28282,0.51,60.7,56.0,1211,5,6,7
28283,28283,0.67,56.0,67.0,1642,1,5,6
28284,28284,2.32,62.0,57.0,17516,4,2,7
28285,28285,1.3,62.2,59.0,6931,5,2,4
28286,28286,1.55,62.5,58.0,7638,5,1,6
28287,28287,1.23,62.0,56.0,9030,4,4,4
28288,28288,0.54,61.5,54.0,2090,4,4,3
28289,28289,0.3,62.9,56.0,421,3,3,6
28290,28290,0.51,60.3,56.0,1443,5,6,6
28291,28291,0.3,62.4,56.0,631,3,4,3
28292,28292,2.01,60.9,60.0,15528,5,2,6
28293,28293,1.0,62.0,60.0,5574,5,5,6
28294,28294,2.02,57.9,63.0,17533,2,2,4
28295,28295,0.57,58.9,59.0,1406,5,6,6
28296,28296,1.25,61.2,62.0,5637,3,3,7
28297,28297,0.4,62.9,57.0,842,3,5,5
28298,28298,1.14,62.6,53.0,6753,4,3,5
28299,28299,1.13,61.5,59.0,4647,5,4,7
28300,28300,0.3,60.8,57.0,911,4,7,5
28301,28301,1.06,63.0,55.0,5278,4,3,6
28302,28302,0.5,58.9,60.0,1123,3,7,7
28303,28303,1.0,65.7,59.0,2811,1,1,5
28304,28304,0.37,61.6,56.0,493,3,6,7
28305,28305,1.1,61.0,56.0,9856,4,4,3
